review,별점
마지막 재난 유니버스 작품이라서 그런지 엄청 재밌어요.,10
스즈메 병에 빠져나오지 못하고 우리집 고양이가 다이진으로 보임 ..,10
"너무 재미있었어요! 스토리 연결이 부자연스럽다고 하는 분들이 꽤 있었는데요. 저도 그 느낌을 좀 받았습니다. 좀 뜬금없다 싶기도 했고요. 하지만 내용이 넘나 재밌어서 그게 다 커버가 돼요. 연출도 너무너무 좋았고 내용이 무척 신박했다고나 할까요? 감동 받는 부분도 꽤 있었고요! 또 제 인생영화가 이렇게 하나 생기네요. 적극 추천하고요, 만약 내용 이해하기 어렵다고 하시는 분들 의견 보고 볼까 고민하시는 분들이 있으면 꼭 보세요. 이해하는거 전혀 어렵지 않으니까요! 또, 눈물 날 수도 있으니 손수건 챙기시고요. 하여튼 넘나 재밌는 영화였습니다!",10
미친 스토리 우리나라도 이런것좀 고민해서 만들어봐라 맨날,10
와 진짜 … 오바예요 신카이마코토님 어떻게 이런 애니메이션을 창조해내신거죠? 대체 이거 별로라한사람 누구야 !!! ㅜㅜㅜ 저 정말 가슴부여잡고 펑펑울면서 봤어요 ..아물론 제가 감수성이 풍부한편인건 인정합니다 하지만 이건정말 걸작이라구요 !!!! 보는내내 감탄과 소름을 느끼며 보았읍니다 대단합니다 최고예요 …,10
다음 소희가 없는 세상을 꿈꾸게 하는 영화..,10
"세상은 더럽고, 인생은 서럽다.",8
문단속이라는 제목이 어울리는 영화,10
역시 고양이가 세상을구하는거에요다이진사랑해,9
지루하지 않고 재밌어요,10
재밌었는데 극장판치고 작화가 3기랑 같네 중간중간 작붕이 굉장히 많고 제작비를 거의 안쓴거 같음 이게 과연 극장판 맞나 싶을정도였음,5
영화 중간에 감독이 바뀌었나? 다큐멘티리 팀이 촬영한다는 설정도 후반엔 독이 되어버릴 정도로 관리가 안됨. 비유 은유들로 꼭꼭 숨긴다고 명작이 아니다.,5
평점이 너무 낮네요배우분들 연기 좋았어요~~,8
보고나면 찝찝한 영화 3시간 내내 뭘 본건지 알수없는 영화마약하고 드럽고 난잡하고 천박함,6
영화에서 OST가 보여줄 수 있는 장점을 극대화해서 보여줬다.,7
슬램덩크에대해 아예모르고 18짜리 요약본하나 보고갔는데 너무 재밌었어요.. 진짜.. 잘만들었네요,10
온갖 짬뽕은 다 시켜놨다.,5
와 보는내내 울었다. 이렇게 감동적인영화는 오랜만이다,10
신고,10
웃음포인트도 너무좋았고영화 초반부터 끝까지 지루하지않았고오히려 더 길었음 하는 영화였다.감동적인 드라마의 역할도 충실했고상당히 재밌었다. 추천한다,9
"초반에 반전요소가 너무 많아 정신없었지만막나가는 캐릭터, 전개덕에 지루하지 않았다 강추영화",10
너무 지루함.별개로 배우의 연기는 좋았음,1
홍금보의 액션을 제대로 볼 수 있는 홍콩 코믹 호러 영화.,8
"전소니의, 전소니에 의한, 전소니를 위한.",7
일본인이 아니라 날아간 별 하나.,7
그냥 눈물 줄줄... 꼭 보세요ㅠㅠㅠ ㅈㅂ,10
괜히 받네 무슨 이런영화가 있는지 보는내내 속터져서  옆사람은주무심,2
누군가가 위로해주고 공감해 준다 한들 상실과 상처를 공감하고 위로해 줄 수 있는 건 자기자신 뿐이다.,10
내용이 창의적면서 실제로 일본여행갔다온 추억을 다시 일깨워준거 같아 좋았어요,8
재미서다토보고십다!,10
신고,10
진짜 괜찮다. 꼭 봐라.,10
배우들의 연기가 정말 좋았고 여운이 오래 남는 영화네요,10
신고,10
한마디로 너무 재미있음니다(강추!!!!)저는 벌서2번 보았음니다!!감독이 색깔의 마술사? 이다보니 정말 영상미가 좋슴니다.스토리가 생각보다.감동적임니다,10
연출과 ots가 개연성을 커버 칠 정도,10
이게 재밌다고? 저능아 아님?,2
지루해..재능있는 감독이 이런 소품영활 만들어서 시간낭비하네...대신 반려견 키워줄사람 찾아다닐게 아니라 사라진 반려견 찾아다니는 액션물을 찍었어야지,2
영상미도 좋고 배우들 연기도 너무 좋았어요!,10
기대만큼 실망도 큰 영화 ㅜㅜ,2
아련한 학창시절의 추억과 그 시절 순수했던 친구들의 얼굴도 떠오르고 묘하게 마음이 힐링되는 영화였습니다. 결론이 다소 억지스럽지 않았나 싶지만 그럼에도 배우들의 케미도 좋았고 영상도 매우 아름답네요.,8
첨부터 끝까지 계속 잔잔한 영화..,7
"스토리 전개도 별로, 뭔가 안맞는 조합에 뭔가 이상한 설정오류 투성이 왜봤을까..",1
"전 개인적으로 너의 이름은, 날씨의 아이 보다 감명깊게 봤습니다. 또 보고싶네요.",10
형  엄마가 영화 그만만들고 들어와서 밥먹으래~~~,2
댕댕이들 꽃길만 걷자 사랑해,10
본다본다하면서 이제야 봤다. 초반 팔도를 돌아다니며 찍은 장면이 넘나 멋지다.,8
재밌게 잘봤습니다~~~~,10
강추합니다재밌구 감동적입니다,10
대단한 영웅서사를 바라지 않는다면 충분히 재밌게 볼수있습니다. 1편같은 12세용 히어로물. 유치하게 보일순 있지만 그게 나쁘다고 말할순 없습니다.,8
앞은 엉망인데 뒤는 제법 잼있음 그래서 앞꾸정,8
넷플에서 보고나니 극장판이 보고싶어졌다 이영화가 도대체 어떻게 번역을해야 노잼으로 폭망하는건지,9
"이건 누가 뭐라해도 전쟁 영화 중에는 탑이고 표본이자 모든 부분에서 완벽한 영화이다노르망디 상륙작전이라는 실제 역사를 바탕으로 연출, 전개, 배우들의 연기, ost, 스토리 뭐 하나 깔것이 없다. 누군가 나에게 인생영화가 무엇인가 라고 물어본다면 단연코 라이언일병구하기 라고 할 것이다. 고민하지 말고 생각하지 말고 그냥 믿고 보세요. 영화를 좋아한다면 안보면 인생에서 손해입니다.",10
진짜 영화 진짜 감독 진짜 리뷰 평점입니다.아바타3 기대. 두근두근!!,10
총집편이라는 거 알려줬고 나왔던 내용 모두 다 그대로 나온다고 했는데 평점테러 ㄷㄷ하네,10
큰 기대를 안하고 봐서 그런가? 생각보다는 나름 괜찮게 본 영화 ㅋ,7
생각보다 재밌었던 플레인 간만에 제대로된 헐리우드 정통액션을 봐서 좋았다,10
영화보지말구 댓글보세요 댓글보고 웃고 감동하는 시간이 영화보고 웃고 감동하는거보다 훨씬큼,1
그냥 끼워 맞추기 느낌임,1
태어나 제일 먼저 마음을 줬던 단짝친구,7
진짜 추천 친구가 보자 해서 보러갔는데 슬덩 내용 몰라서 애들 이름이랑 사이가 어떤지만 보고 봤는데 엄청 잼났음.특히 뒤에 30초 약간 빨리 감는 거처럼 나오고 조용했다가 딱 박수 치면서 노래 나오는게 ㄹㅈㄷ임 꼭보삼,10
시대를 고스란히 담아낸 장면 속 사건을 파고드는 키이라 나이틀리와 캐리 쿤의 날카로운 연기가 인상적,10
"너의이름은.도 좀 그렇지만 남녀 주인공, 특히 여주인공이 남주인공에게 갖는 애정선이 너무 급전개인느낌.. 나머진 좋앗음",8
너의 이름은 날씨의 아이 그걸 이었다로 정리 가능,10
생각이 많아지는 영화 한 마디로 좋은 영화였어요 김다미 배우님 짱…,10
자유.. 그것은 죽음보다 더강력한 존재일것이다,10
"백구야, 잘 지내지? 널 보낸지 13년째인데, 아빠는 아직도 너가 그립다.  그리고 감독님 이게 무슨 영화 인가요?  뭐 이런 영화가 다 있어.",5
ost때문에 후유증이 엄청 오래감,10
무한성은 힘준 티 나는데 솔직히 난 작붕만 안나면 된다 마인드라 그렇게 까지 안좋게보진 않았음 그래도 극장판 보단 재탕 80%랑 예고편 20%느낌이 많이 나서 조금 실망하긴함 상현집결은 좋았지만 이후로는 3기 앞부분 찍먹하다 만느낌.심지어 제대로 찍지도 않음. 평점 후하게 주는 편인데 이건 영상미 땜에 봤다고 해야할지 성우 연기땜에 봤다고 해야할지 ost땜에 봤다고 해야할지 다 애매함 그래도 머 작화랑 보는 동안의 즐거움은 있었음 그렇게 추천하진 않음 차라리 기다렸다 보는게 훨씬 이득 돈 좀 아까움,6
무슨일이있어도 끝까지함께하는게가족..입니다,10
재미있게 잘 봤습니다~,10
무난합니다. 아이들이 좋아하네요,10
원작을 좋아해서 관람했어요,10
가장 신선한 방법으로 감동을 주네요. 제 6의 감각으로 느끼는 감동같은 느낌,10
연출이 담백함. 관점이 이 살인마가 얼마나 교활한지 그래서 피해자는 어떻게 잔인하게 죽었는지에 있지 않아서 좋았음. 남은 이들의 고통과 그들을 위해 끝까지 움직일 수밖에 없었던 두 기자의 이야기. 세상에 필요한 이야기였던 것 같음,10
원작 안 본 사람들도 충분히 내용이해 가능하고감동적입니다...다들 꼭 한번씩 봐주세요...불꽃남자 정대만 한번씩 봐주세요...,10
음악이 좋아요! 스토리는 해석글 보고 이해했어요,10
신카이 마코토 재난 3부작의 마스터피스.,10
약 10년이 지났음에도 노동환경의 변화는 아직도 여전하다,10
너무 비슷한 소재가 많아요..,10
전작과 비슷한 설정이어서 어떨까 싶었는데 재미있네요,10
재미있어요! 잘 봤습니다,10
보면서 개 지루했음.그리고 실화바탕이라지만 너무 미화했음.가지말란 지역 선교활동하다가 인질되서 몸값지불하고 풀려나서도 본인들 잘못없다는 듯 행동하다 못해 국가를 상대로 자국민을 보호하지 못했다는 이유로 국가손해배상까지했던 ㄱㅆㄴㄴ들임.,5
기대 이하...스토리는 별로이고 영상미는 뛰어나다는 평 보고  갔는데  영상미도 그닥...감동도 없던데,6
지루합니다.,1
너무나 설득력 있는 페미니즘 넉넉한 밤공기 같은 영화,10
댕댕이는 끝까지 함께하고 지켜야할 가족임에 틀림없다..울집 댕댕이가 보고싶어 퇴근길 재촉하게 만드는 영화..^&^,9
나는 진짜 영화 보고 안울겠지? 하고 봤는데 후반 개슬퍼음 중간에 일기꺼내는 장면에서도 울컥하다가 애기 스즈메랑 큰 스즈메가 둘다 엄마 찾는 장면 보고 눈물 쏫음 큰기대 없이 잘봤고 일본에 감성이 나타나서 좋았따.,8
"결국 인간을 바닥으로 떨어뜨리는것도, 구원하는것도 그 무엇도 아닌 인간이다",7
"상당히 공들인, 실험적인 작품.",8
"이런 액션물 특징은 대부분 흔한 스토리나 예상가는 스토리이다. 그래서 대부분 평론가는 스토리쪽 평점이 낮다. 그러니 스토리에 대한 기대는 접고 부실한 스토리로부터 눈을 돌릴 연출에 기대해야한다.연출,연기력 훌륭하다.",7
전 개인적으로 진짜 재밌었어요너의 이름은 보셨던 분들은 꼭 보셨으면 좋겠네요!,10
애 때문에 영화가 엄청 짜증남 겨우 다 봄,5
기대가 너무 높았어서 그런가..+ 다이진 혐냥이...,4
류준열의  쓸쓸한  눈빛이  잊혀지지  않음정말로  한번이라도  행복한 적이  있었을까,10
그저 인생영화였는다는 감상으로.. 대처합니다.,10
너무너무 재밌고 개쩔음,10
스토리는 확실히 아쉬움 근데 그런 스토리를 뒷받침해줄 지루함 없는 전개가 나름 괜찮았음지진이라는 소재를 잘 활용했고 다른 영화들의 세계관과 잘 연관지어두는걸 보니 나중에 엄청난 영화 하나 나올듯 함,8
신고,10
시간가는줄 모르고 봤었어요~배우분들 다들 연기 너무 잘하셔서실감났습니다.잘맹근영화~,10
진짜 ㄹㅇ 마지막 개설레네 ㅁㅊ그림도 개 이쁘고 참 진짜 힐링된다,10
최고…….노래도 너무 좋고지루할 틈이없네요다이진 너무 귀여웡…,10
후유증 ㄹㅇ ㅈ됨 다음에 또 봐야지,10
아니 사람들이 얼마나 볼게없으면 이게 아직도 1위냐 그러더라고,10
스칼렛요한슨 정말 예뻤네요. 빤한 결말이지만 마지막 장면은  여러가지 생각이 들게 하네요. 눈물 핑,8
신고,8
"진짜 무슨 유곽이야기만 반복하는지15분만 새로운 에피소드였다진짜 실망했다, 보여주고도 욕먹은 영화였다",1
영화를 보면서 내가 숨이차면서 내 심장이 쿵쾅대는걸 느낀건 처음이다,10
"스즈메, 잘 지내 ~~~",8
아름다운 영상미랑 중간중간에 나오는 웅장한 사운드의 노래들은 최고입니다만.. 스토리는 조금..,6
재밌게 잘 봤어요,8
제발 이런영화좀 만들지마라,1
불후의 명작이라고는 말 못하겠다하지만 연출과 미술에 한땀 한땀 정성을 들인게 느껴졌고 배우들의 비주얼을 보러가서 진정성있는 연기가 더 감명깊었다평론가들의 평가보다 입소문 탈 가치가 있는 영화라고 생각한다요새 영화표값도 비싼데 적어도 그 영화표값이 아깝다는 생각이 들지는 않는 작품이었다!,10
날씨의 아이에서 실망하셨다면 이번거는 보셔도 좋을듯 합니다. 스토리 연출 ost 모두 완벽합니다.,10
대화방식이 신선해서 너무 좋았습니다~~,10
구지 이런 실화를 영화로 만들어야 했을까..빨리 실존인물들 주님 곁으로 가기를 바래지는 영화,5
아이들  둘이 가서 봤는데 넘~재밌었다고 하네요~,8
키 호이 콴의 대사가 제 마음을 뒤흔들었어요ㅜㅜ 앞으로 어떤 마음가짐으로 인생을 살아야하는지에 대한 답을 찾은 것 같아요.“세상은 잔인하고 우린 쳇바퀴 돌리듯 살 뿐이라고. 나도 알아. 당신만큼 이 세상에 오래 살았으니까. 내가 늘 세상을 밝게만 보는건 순진해서가 아니야. 전략적으로도 필요하기 때문이지. 난 그런 방법으로 살아남았어.”,10
