review,별점
소름이 엄청 많이 돋는 영화 무서운 영화 이후로 처음인거 같아요,10
아니 13년이 지났는데 요즘영화같잖아?! 대단하잖아!!,9
뭐지.. 이 어설픈 히어로 무비는.. 좀 더 다듬었으면 훨씬 더 훌륭했을것 같은데. 한번쯤은 볼만하나 아쉽다. 사운드트랙 하나로 너무 울궈먹어서 점점 듣기가 싫어진다.,6
걍 더킹 내부자들 범죄와의전쟁 섞은것같음,4
OO 이것도 영화라고 쳐 찍었냐,2
살면서 극장에서 영화보다 딴짓한적 두번째 찍음ㅋ,1
초반의 장례식 장면은 나도모르게 눈물이 고인다. 액션장면은 조금 아쉽지만 후반에 의복을 태울 태우면서 마무리를 잘했다.,8
"그 전 극장판 남매의연..??그걸로 영화시간 반 넘게 지나고 3기 1화 보고 끝남....ㅋ 귀칼보고 이렇게 시간, 돈 아깝다고 생각한적 처음...",1
하..3번째봤다..그만큼 재밌고 매번 볼 때마다 많은 걸 또 얻어간다,10
선택과 선택 속에서 갈라져온 우리의 인생들,8
일본 애니 특유의 정밀한 모션과 실사고증. 그리고 뛰어난 상상력.  관객기록 깨겠네요~,10
우주에서 홀로남아 쓰는 시,9
또볼거에요 미치겠어요 하 후폭풍 개 심해요,8
이걸 아이맥스로 드디어 보게되었다. 왜 사람들이 그렇게 열광하는지 납득이 가는 영화.텁텁하면서도 속이 뚫린다.,10
"우리는 내가 열심히 노력만 하면 남들보다 우위에 서고, 평탄한 삶도 보장될거라는 착각속에 산다. 주인공 그녀는 사내에서 누구보다 앞서고 월등한 수석같은 존재였다. 그러나 어떤 이유에서인지 윗선의 평가와 의도적 내침으로 인해 소위 말하는 나락의 코스로 떨어진다. 그럼에도 그녀가 의욕적으로 배우려 했던 하청업체 현장 일. 그곳 사람들 중 누구보다 성실하고 치열하게 살고있는 막내형. 그리고 그 누구도 쉽게 올라갈 수 없는 철탑. 관리감독자라는 이름 아래 주둥이로만 떠드는 그들. 사람이 일하다 죽어도 산재처리보다는 쉬쉬하며 은폐하고 합의를 종용하는 행동방식. 어쩌면 우리가 잘 몰랐지만 우리 사회 어디에서나 공공연하게 이루어지고 있던 관습. '그게 나의 이야기는 절대 아니지 배울만큼 배운 사람인데' 라고... 누가 감히 쉬이 말할 수 있을까. 과연 그녀의 부모가 돈 많고 권력있는 사람이었다면.. 저렇게 헌신짝처럼 소모품처럼 버려지게 됐을까?",10
좋은 소재와 배우들로 잡탕 끓여 놓은 느낌오랜만에 70.80년대 허접한 영화 본 느낌이었습니다 천우희 배우의 연기력도 아니었으면 진즉에 껐음,1
오글거렸지만 울면서 봤어요,10
미지세계와의 조우를 서커스처럼 풀어내다.,7
한 솔로의 솔로 영화이긴 한데,5
전보단 나은.. 휴잭맨 젊다...,7
영화보기 전으로 돌아간다면 안볼듯,4
고양이가 세상을 구한다,9
취업이라는 명목하에 청년들이 이렇게 죽어나가는 이런 사회를 이제 제발 끝내자 제발……. 도대체 어디서부터 잘못된 걸까. 온 세상이 미쳐돌아간다,10
가족과 손 꼭 잡고 보고싶은 영화..,10
너무 재밌음 ㅠㅠㅠㅠ 진짜 너의 이름은 보다 스토리도 깔끔하고 연출도 너무 좋았어요 솔직히 작화는 너의 이름은이 더 예뻤던거 같아요,10
기대안하고 봤는데. 역시 견자단 형님이시네,10
오랜만에 시원한 액션영화 봤네요,7
스파이더를 너무 애물단지처럼 다뤄서 조금 마음이 아팠던 것 빼고는 훌륭하다. 영상미 진짜 최고!,8
진짜 기대도 안했는데 예상치 못하게 내 가슴에 들어왔네..,9
재미따재미따리 요런거좋아,10
그냥 저냥.. 휴잭맨 젊다..우와..,6
올해 최고의 영화,10
"자고로 앤트맨에서 중요한 액션이란 커졌다 작아졌다하면서 코믹을 주는게 묘미인데 쥐똥만큼 보여주고, 퀸텀세계만 주구장창 보여주면 그냥 말만 퀸텀일 뿐 지구와 다름없는거 아니냐고.. 앤트맨의 장점을 왜 없앴어..",7
서인국은 진짜. 연기 .. 잘함,10
정말 더럽고 불쾌하고 정신 산만한 영화네요 장면전환도 매끄럽지도 않으며 감독이 게이인지 자꾸 돈고에 뭘 쑤셔넣으려고 해서 참 역했습니다 차라리 소림축구를 보세요. 제인생 최악의 영화였습니다.,2
"그대가 아는 만큼,, 그대가 느껴왔던 만큼,, 어셈블,,,",8
진짜 코믹영화에서 울고나서 납득하기 쉽지 않다..(억지신파가 많다보니) 명작이다. 명작이야.여러번 볼수록 진국인 영화.,10
개띵작입니다 꼭보세요,10
실화 사건이 아직까지 미제라 하던데... 피해자들에 대한 예의가 엿보이는 연출이라 매우 인상깊었음... 그리고 범죄를 단순 소재로 사용하는 게 아니라 사람들을 위한 영화여서 여운이 자꾸 맴돈다,10
전화받은 유도리없는 항공사 여직원땜에 쌍욕나옴,8
왜 점점 퇴화하는 것 같지.. 오프닝 시퀀스는 인정. 근데 그때만 좋았음.주술 읊는 씬을 줄이고 감정씬을 더 늘리지그랬어.. 설득안되는 주인공들의 고백씬.,6
재밌네여 굿굿 열자 ㅋㅋ,10
하…..개명작…전율개오짐,10
영상미와 ost는 좋으나 스토리도 구리고 잠와서 죽을뻔함,1
"어릴 때 <스파이키드>를 보는 것 같은 기시감이 들었다.근데 스파이키드 나오던 시절의 초딩용이랑, 현재 초딩용은 급이 다른데 언제적 유치한 액션활극을....초딩들은 좋아하겠네.",5
스릴러인지 남성들 속에서 고군분투하는 유부녀기자들의 성장기록인지 알 수가 없다.,4
작년에도 보고 올해 학급에서도 보았는데 언제나 실감 있고 그 시절 그 마음이 와닫네요유관순 열사와 다른 독립 운동가들께서 용기네 만세를 안불렸다면 지금우리는 어떡게 살아가고 있을지 또 한번 깊이 생각해봅니다.,10
어느 곳에나 존재하는 다니엘 블레이크를 응원합니다.,10
"하... 뭐라고 해야하지... 존잼.. ? 미쳤다리..? 아... 이건 VOD로 나올 때 까지 기다렸다가 본다면, 아... 영화관에서 볼껄.. 이라고 무의식과 자의식에서 동시에 손뼉칠 영화입니다. 꼭 보세여",10
이유는 모르겠지만 보는내내 행복한 기분이 들더라,10
너무 아름다운 영화였다.주인공의 사랑과 부족한 개연성 미흡한 떡밥회수는 그저 감독이 정말 하고싶은 정말 의미있는 이야기를 위해 희생 되었다고 생각한다. 단순히 작화만을 논할게 아니라 감독이 말하고싶은 한마디 한마디가 영화 장면 하나하나를 타고 깊게 느껴졌다 다시 보고 또 보고 싶은 영화이다. 이뜻을 알고 영화를 다시본다면 재평가할수밖에 없다고 생각한다. 내가 봤던 신카이 마코토 작품중 단연 최고이다.,10
공포라고 하기엔 부족한 면이 조금 있지만 저는 색다르고 좋았어요!,8
신고,10
가끔은 이런 반전없이 시원시원한 액션물이 좋다,7
죽이고자 한 아이를지키고자 죽는다,8
배우들 멋있군요 장혁 굿,10
슬램덩크 처음보는 사람은 보지마세요 난 추억이 없어서 그냥 지루한 신파ㅠㅠ,2
미미즈가 도쿄 상공을 다 삼켰을때 나온 음악을 듣고 온몸에 전율이 돋았다..,10
조금 난해하다는 생각도 들었지만 영화를 다 보고 나올 때 마음속에 무언가가 느껴졌다,10
저만 그런지 모르겠는데 엄청 울었습니다.. 너무 슬팠어요ㅜㅜ,10
신고,9
내인생 최고의 애니다..,10
저도 유기견을입양해서키우는입장이라..영화보면서울면서웃다가봣네요 정말따듯한영화엿습니다,10
진짜 이렇게 짜릿한 영화가 왜 순위가 이렇게 낮은지 모르겠다 너무 재밌고 만족한 영화였다,10
윤제균 제발.. 한국전쟁의 암적 존재,1
뭔 수다가 그리도 심한지. 위험상황에도 말..말..말..,2
내용 신선하고 좋네요.,7
아이와 와이프는 즐겁게 봤어요. 전 처음과 끝을 보았구요,7
울다가 웃다가 감동과 재미가 동시에반려동물을 키우고 계시거나 앞으로 계획이 있으신분들 혹은 그동안 무관심했던 모든이들 모든 연령대가 볼 수 있는 가족영화네요메세지도 담고 있어서 정말 꼭 추천하는 영화입니다,10
최고네요 기대 이상의 역작..,10
소타를 찾는 스즈메의 모습 너무 감동적이었어요 저는 1시간동안 계속 울었어요 꼭 보세요ㅜㅠ,10
개연성을 포기하면 재밌을듯..갠적으론 감정이입이 힘들었음,6
가슴이 먹먹해지는 영화입니다.,10
신고,10
영화관에서 중요한 순간때 옆사람 숨소리까지 다들림,10
B급수준도안되는C급짜리 공포?물..내시간안까움....왜..연기자들 연기를 못하는것인가,1
지금 만나러 갑니다 기억버전,10
이건 완전 쓰레기네...뭔 영화를 쓰레기로 만드냐..보는동안 겁나 찝찝하다가 끝나는군 쓰레기영화..,1
"오리진 스타일에 앨리스 라는 이상한캐릭 안나와서 볼만한듯, 질발렌타인이랑 레온캐릭만 개 실망",6
신고,10
개인적으로 너의 이름은보다 재미있는 듯 지루할 틈이 없음,10
연기자들과 제작진들에게는 미안 하지만 재미가 전나 없다. 막판억지감동 노노. 빨갱이 맞서 싸운 호국영령들께 감사드립니다,3
정의의 사도를 표현하기에 조금은 부족한,6
아니 평점이 영화에 비해 너무 낮아요혼자 보기 좋은 영화인거 같아요 혼자 봐도 눈과 마음이 즐거웠습니다 영화 다 보고 계속 우와.. 했습니다! 추천합니다,10
후반부로 갈수록....참. 중반 좀 넘어서 보다가 꺼버림,5
이건 뮈지 하는 생각이 깊게드는,2
스토리는 없고 막 달리는 느낌! 정리를 좀 해가면서 달립시다! 현빈은 공조에서 데려오고 황정민은 인질에서 데려온 느낌,6
송태섭의 활약 좋았습니다. 그러나 저는 런닝타임이 짧아 아쉬웠네요 더 많은 스토리를 담아 주셨으면 더 좋았을거 같았지만 넥스트 슬램덩크 무비를 위한 초석인가? 그런 상상을 하게끔 희망고문을 하시네요,10
생각보다 재밌게 보았습니다,10
"개인적으로는 '너의 이름은'보다 감명깊게 봤어요! OST,연출 모두 너무 좋아서 두번 관람했습니다!",10
너무 착해서 비현실적 ㅠㅠ 차태현 유연석 호습은 좋음,6
사전지식 없이 보기에는 한국사람이 이해하기 어려운 문화적 요소가 있지만 이를 감안하고 봤을 때 재난을 극복하기 위한 방법을 재밌고 감동적으로 풀어냈다는 점에서 평을 높게 주고 싶습니다. 신카이마코토 감독의 작가주의를 버리지 않고도 대중관객을 이끌 수 있는 작품을 계속 만들 수 있다는걸 보여주는 작품이었습니다.,9
가슴이 웅장해지는 대작 스펙터클한 액션잔잔한 가족애그리고 남자들만의 찐한 우정극장에서 보고 싶다 !,10
후쿠시마를 이렇게 미화하네. 만화는 해피엔딩이지만 현실 속 일본은 진짜 끝났단 것. 체르노빌을 넘어서는 폭발인데..,2
댓글들을 보니 사람들이 오컬트라는 장르를 이해를 못하는듯. 불교를 기반으로 하는 스토리도 좋고 헷갈리게 하는게 연출도 좋은 잘만든 영화임,10
사실 영화 시작하고 나오는 두개의 롱테이크가 영화의 절반 이상을 차지하는 느낌이다. 이후는 약간 늘어지는 감이 있지만 케이트 블란쳇의 미친 연기가 영화를 살렸다.,7
영상미 지림 음악 지림 그냥 미쳤음,10
이것이 이야기의 힘. 사람들이 살아가는 방식.,8
신고,1
하..너무 재밌습니다 지금10번정도 다시보고왔는데도 눈물이.. 후유증 엄청납니다,10
제라드 버틀러의 액션 연기가 좋았고 비행기 추락신이 실감났습니다.,8
신고,8
요즘은 왜 이런영화를 못만드는가,10
제목그대로스즈메가문단속만하다가 끝남,7
아쉽네요 기대하고 봤는데 답답하고 전개가 억지스럽습니다.,1
겁나 재밌고 감동적임스토리의 허점이 있지만 영상미와 ost가 그걸 가려줌,10
오래전 나온 영화지만 저는 이제서야 봤네요.너무 감명깊었습니다.가슴 절이고 눈물나고 영화보며 울어본게 얼마만인지 엉엉 울었네요.,10
오래전 나온 영화지만 저는 이제서야 봤네요.너무 감명깊었습니다.가슴 절이고 눈물나고 영화보며 울어본게 얼마만인지 엉엉 울었네요.,10
"첫장면부터 울컥했는데 참을만했어요~그런데 나문희 배우님,,, 노래부분에서 눈물, 콧물 다 쏟았습니다ㅠ뮤지컬은 뮤지컬 배우가 연기해야 노래에서 나오는 전달력이 정확하고,  영화는 영화 배우가 연기 감정 전달이 더 잘되는 것 같아요! 전개도 빠르고, 연출도 좋고, 노래들도 최고였습니다ㅜㅜ",10
영상미 뺴고 좋은게 하나도 없는 영화이걸 8점 7점 주는 평론가는 뭐냐?책 그렇게 많이 읽고 영화 많이본새기들이 이런 개판 스토리에 이런 후한 평점을 줌?? 돈받은거냐? 돈받은거 아니면 ㅅㅂ나도 평론가 하겠다 ㅋㅋ,1
신고,10
"두 번 세 번 네 번 봐도 정말 아깝지않은 영화, 영화관에서 볼 수 있어서 감사하네요 :)",10
마지막 10분 눈물 남. 스즈메가 그 곳에 있었던 사람들의 감정을 느끼는 설정  3.11아침 읻떼키마스 다녀오겠습니다 반복되는 장면부터 눈물남. 못돌아올 읻떼키마스... 일본의 대재난지의 현재의 모습을 섞어서 열도를 돌아다니다 동북대지진에서 마침표찍음.  일본 시대를 풍미했던 노래도 나오고 관광홍보영화같기도하고 개연성없어보인다고 생각했는데 끝나기전 울고 있는 자신 발견. 신카이마코토의 힘.,10
태양과 그림자 헤어질 수 없는 그 영원한 관계에 대해서,6
진짜 꼭 보야됨 다이진 너무 슬퍼,10
명작도 이런 명작이 따로 없다 진짜.. 몇번을 봐도 좋을듯..,10
결국 이 얘기를 하기 위해 운석 떨어뜨리고 비오게 했나보다. 아픔을 간직한 사람들에게 가장 위로는 미래의 내가 '괜찮아' 말해주는 것 일듯. 희망은 결국 스스로 찾아야 한다.,10
"개연성떨어지는 난잡한 전개지만 여중,여고생들은 좋아할듯",6
미친 영화죠...진짜 가족이 뭔지 보여주는 영화..그리고 안도 사쿠라의 연기는..진짜 최고예요,10
묻고싶습니다 도대체 왜!! 도대체 왜!!!,2
코미디의 정석! 진지함이 없다!,7
신고,10
리뷰 처음 씁니다. 역대급으로  이런 애니 처음 봅니다. ㅋㅋㅋㅋ 개연성이 떨어져도 상관 없다고 생각하던 사람인데요.  이건 아닙니다..성우 연기도 몰입이 불가. 이건 너무너무 재미없다. 이건 예의가 아니다. 우리를 너무 무시했다.... 평점 알바 믿지마세요...,2
"설정이 너무 재밌고,연출도 너무 좋았습니다.전개가 빨라서 지루하지 않아요.저는 너무 재밌어서 2번 봤습니다.",10
신고,10
과거를 돌아보게 하는...,8
몰입도 넘치는 생존 분투기,8
최고의 영화 아름다운 이야기,10
기대이상 재미있습니다~,8
생각 별로 안 하고 봤는데 너무 재밌어서 놀람..좀 많이 슬퍼서 울었는데 변우석 배우 얼굴 보고 눈물이 그침,10
사랑과 우정은 한 끗 차이,10
"음.. 다들 어떤내용인지 먼저 알고 가지 않은 자신을 탓하지 않고 영화를 탓하는지 모르겠는 그런 후기들이 많네요.. 분명히  2기 10-11화와 3기 1화로 구성되어있다고 했는데..저는 너무 재밌게 봤습니다 개인적으로 유곽 편  규타로와 텐겐 전투씬을 웅장하게 보고 싶고 3기 1화 미리 보기 하고 싶어서 갔습니다.. 본 것 또 봐도 아주 재밌고 영화관에서 보는 건 정말 또 다른 느낌이더라고요영화관 사운드 하며 화질 그리고 그 큰 스크린이 나를 다 덮는 것 같은 느낌까지 다 좋았습니다다만 정말 편집이 아쉽더라고요 오프닝, 엔딩을 적당히 잘 편집하고 기존에 없던 장면 조금을 새로 넣어서 이어갔어도 좋았을텐데 이 부분 때문에 별점을 뺐습니다근데 이 부분도 귀칼 찐찐팬이라면 투명하고 담백한 맛에 또 재밌게 보시지 않았을까 합니다그리고 유곽 편 오프닝과 엔딩 음악은 너무 좋아서 사실 그렇게까지 지루하거나 그런 건 없었네요 오케스트라 사운드도 좋았고요음악 선정이 잘 된 듯 합니다저는 전반적으로 돈 아깝다 생각하지 않고 아주 잘 봤습니다",8
단순 대학생 남자와 여자 고등학생의 러브 스토리가 아니라 주고자 하는 의미가 잘 드러나서 좋았습니다. 영화관에서 질질 짰구요. 삶을 포기하려고 시도해본적 있던 사람들에게 강추드립니다..,10
생각보다 별로였다... 정가내고 봤으면 돈 날렸을 영화..,6
"훌륭한 배우들, 적당한 영상미, 구린 스토리, 불쾌한 결말....평가 끝!",1
신고,10
오래된 영화라 스토리는 느슨하지만 그 시절 액션은 훌륭하다..,7
별로만 썼더니 10자 이상 써야 된대서 이만큼..,7
신고,10
"처음에는 좀 당황했는데,마츠코의 일생이 점점 더 궁금해 졌습니다.웃픈 영화네요. 어쩌면 우리의 삶일지도 모르겠어요.고생했어요 마츠코.",10
신고,10
두 세계의 관계를 아일랜드 내전의 역사로까지 확장하면서 깊게 들여다본다. 마틴 맥도나는 현재 최고의 스토리텔러.,9
의자에 뽀뽀하는거 뭔데…..,1
오버스러움이 넘치는 가족 영화..,5
스즈메 걱정마!살아가는동안 여러형태의 모습으로 널 도와줄사람이 많으니까....그리고 소타 점만 빼면 더 미남이겠어 그리고 다이진...얄미운,10
전투신내내 가슴이 뭉클하다.. 눈물이 찡남 이순신 장군님 존경합니다 감사합니다,10
전작 먹고 보면 좀 노잼임 개연성이랑 복선회수도 전작들에 비해 확실히 전달되지 않는 느낌이고 불필요한 장면들 때문에 러닝타임이 너무 늘려져서 중건에 좀 지루했음..ㅜ 그래도 미미츠의 의미나 고양이에 대한 부분들은 각자 해석하기 나름으로 남겨둔 거 같아서 여운이 꽤 남는것 같고 작화는 역시 변치않는 퀄리티라 영상미는 보장 가능 스토리 라인만 보면 신박하긴 한데...음^^ 너무 기대하고 가면 안됨 ㅇㅇ,8
내용이 특이해서 신선한 느낌이였어요,10
"너와 난 같은 시간 다른 공간에 존재하지만 늘 같은 그림을 그려오고 있었어.넌 예전의 나로, 난 예전의 너로 살아가면서 서로를 이해했고 사랑했고 비로소 자유로워졌다.",10
나름 스토리를 잘 만들어 냈네요.,10
퀄리티가.. 미쳤고 bgm도 적절한 타이밍에 소름돋게 나왔더라구요 그림도 너무 이쁘고 지루할틈없이 재밌게 볼수있어서 좋았습니다,10
Best amazing,10
그래서 누구 애인 건데요..,4
그렇게 재미있지 않았는데평점 다 알바같음,4
오늘 밤 세계에서 미치에다 슌스케가 사라진다해도...로 제목 바꾸면 조금은 더 슬플듯,5
엔딩곡으로 흐르는 가사들마저도 철학적이고 아름다워요~ 간만에 참 따듯한 영화였어요,10
와 와..아니 신카이 마코토 미쳤어 진짜 개 띵작이야…진짜 보면서 입을 다물지 멋하는 영화는 너의 이름은 하고 날씨의 아이가 끝인줄일았는데 또 나오네..와..진짜 문 닫자마자 루 루루하고 OST 흘러나오는데 온 몸에 전율이 쫙..와..,10
베스미어가 게롤트보다 매력있다,10
애니메이션보고 우는사람이 이해가 안갔는데 여자친구가 데려가서;;같이봤는데 울면서 영화관 나옴..쪽팔려서 ㅆ..,10
돈아까워….ㅜㅜ감독 누구니…….넘하네,2
아들한테 잘해줘라 진짜ㅠㅠ,9
잔잔하게 긴장감 넘치는 영화 사회적 메세지까지 완벽..,10
이거 보고 살수 있는 사람 없다,1
고양이 때문에 펑펑 울었다…,6
"동일본 대지진으로 상처 입은 모든 사람들을 위로하는 재난영화라고 할 수 있을까요. '너의 이름은'만큼은 아니었지만, 앞으로 나올 신카이 마코토 감독의 다른 작품들도 기대됩니다~",9
너의이름에  재미있게봤습니다.,10
문단속이란 말에는 항상 누군가를 위함이 들어있었다.. 문단속 잘하고...잘자...,10
옛날 영화긴 한데... 잘 모르겠음...,6
내용 지루하고 재미없었어요,6
중간에 졸다 나온건 내인생 이영화가 처음... 원수한테 이영화 꼭 추천하길,1
"풍성한 볼거리와 액션, 자가복제가 심한 스토리",7
사실일지 거짓일지 생각하면서 보게 된다,8
진짜 너무 재미있어써요 결말도 해피엔딩 개인적으로 너의 이름은 보다 재밌었어요!,10
ost의 비중을 줄이니 흐름이 끊기지 않아서 몰입해서 보기 좋았다,10
내 인생 최악의 영화네요,1
무난하게 볼 수 있는 액션영화였다,8
배우들의 연기가 돋보였다,8
와 진짜 암걸리것네 개ㅈ같은 딸련들,1
"와.. 진짜 너무 재미있네요 엄마끌고 갔는데 생각보다 재미있었다고 하더라구요 암튼 진짜 갓작인 것 같습니다ㅠ 제 최애 구요 100번이라도 볼 수 있을 것 같네요ㅠ 하 진짜 캐릭터들도 완전 개성있고 특히 다이진이랑 사다이진 진짜 너무 귀엽네요ㅠ 감동 , 코믹 ,  액션 기타 등등 진짜 모든 항목이 다 들어가 있고 남녀노소 전부다 사랑할 수 있는 영화 같습니다!! 스즈메의 문단속 화이팅!!! :)",10
이거 보던 유년 시절이 그립네,7
눈물찔끔 ㅎㅎ 나중에서야불상해진 고양이..ㅎ해피엔딩이여서좋앗어요,10
"전작들 보다 스토리, 인물들의 전개가 훨씬 좋았음",10
이렇게 재밌는 영화를 영화관에서 못본 게 한이 됩니다. 기생충 급 명작이니 죽기 전에 한번은 꼭 보시길 바랍니다.,10
신고,10
전작과 비슷한 수준을 기대하면 된다,7
The Banshees of Inisherin2023,8
신고,10
독특함 뿐 나머지는 좀 부족.,5
모베터블루스보다는 낫지만 음악영화치고는 평타 평점 8.1,8
서치1보다 재밌게봄 추천함,6
2시간 러닝 타임에 새로운 이야기 30분은 뭐니 낚였네...,2
엄청 재밌거나 그냥 재밌거나 할듯 추천함,8
무너지는 기대감.,5
나만 볼 수 없다 다같이 죽자 클레멘타인 2다 OO탱,10
친구와의 스토리적 개연성보다 원작의 틀에 억지로 맞추려는 느낌이 강해서 개연성이 많이 부족하고 극단적이어서 감정 소모만 심했네요 아쉽습니다.,4
신고,9
중간에 왜 엔딩크레딧은 나오는지 ... 즈그들 자랑하려고 기념비적인 영화인가?,5
공들여 만든게 보이는 작품,8
전종서 × 손석구 케미가 넘 좋았다.. 적절한 수위와 적절한 유머가 있는 재밌는 로코영화..!!,9
wwe 더락이 영화^^여자배우도 이쁘고 잼나게 본거같아요^^,10
신고,10
난 나쁘지 않았음. 심심할때 보면 괜찮음 ㅎㅎ,8
정말 재밌네요 오타쿠의 심금을 울리는 영화입니다. 강추!!,10
특유의 갬성이 있는 영상미 이쁜 영화,10
신고,10
"나의 희망이자 나의 절망, 나의 영혼이여.",9
스릴러의 가면을 쓴 로맨스라...,5
"저는 남녀 평등이 남녀의 절대적인 평등을 말하는 게 아니라, 서로의 고충을 이해하고 돕자는 것이라고 생각해요. 이전 사회에서 관습적으로 해오는 현대사회의 논리로는 이해가 가지 않는 행동들이 있잖아요. 그게 남자 여자 사회 모두를 힘들게 한다고 생각해요. 예를 들어 여자가 육아를 모두 감당한다면 그래서 경력단절로 인해 재취업이 어려워진다면, 여자도 힘들겠지만 외벌이를 해야하는 남자도 힘들겠죠. 이게 사회문제가 되어 여자의 복직을 보장하는 법, 여성할당제보다 더 강력한 법안이 만들어진다면, 그걸 악용하는 사람이 있다면 회사도 어려워지겠죠.. 결국 남녀차별을 극복하는 일이 여자 뿐만 아니라 모두를 위한 일이라고 생각해요..! 다만 현 시점, 특히 우리나라에서는 그 문제 제기가 다소 과격한 방식으로 전개되고 있어 안타깝습니다ㅠㅠ 오히려 지능형 안틴가 싶어요. 그 과격한 방식이 많은 남성, 여성분들이 남녀평등에 대해 부정적으로 생각하게 만들었으니까요... 그러나 방식이 잘못 되었다고 해서 그들이 말하는 문제가 없다는 뜻도 아니라고 생각합니다.여성의 피해 원인은 남성, 남성의 피해 원인은 여성이 아니라 잘못된 사회, 관습, 정책이겠죠. 여자가 출산하느라 복직 못 하는 거 남자가 못 하게 하는 거 아니잖아요ㅠㅠㅠ 여자가 남자 군대 보내는 거 아니잖아요ㅠㅠㅠ 같이 힘 합쳐서 사회랑 싸워도 모자랄 판국에... 남녀끼리 싸우고 있다니..나의 고통을 이해 받기 위해서는 남의 고통을 먼저 이해해야한다고 생각해요. 그래서 저는 여성인 저부터 실천하자고 생각하고 제 나름대로 남성분들의 고통이 무엇일까 고민하도 덜어드리려고 하고 있어요...! 엠티에서 남자들만 짐나르는 거 이해안 되서 먼저 상자부터 들었고, 남친한테도 꽃을 먼저 선물한다던지, 돈을 더 많이 낸다던지, 프로포즈도 제가 했습니다! 남편이 쉬고싶다면서 전업주부를 한다고 하면 적극 지원할 거에요! 서로가 서로를 이해하는 세상이 오길 바랍니다.",10
믿고보는 작가님..작가님의 영화들은 항상 보고나면 눈물을 흘리고 노래가 생각나는 마법,10
진한 감동을 주네요~~~~정말 잘봤어요!!,8
"신카이 마코토 재난 3부작의 종점이자 방점을 찍은 작품! 그동안은 동일본 대지진를 모티브로 삼았을 뿐이었지만, 이번엔 마침내...대지진 발생 12년만에, 여전히 일본인들에게 엄청난 트라우마로 남아있는 그 사건을 직면해서 다룬 엄청난 애니메이션이었다. 여러모로 쉽지 않았을 작업이었으리라 생각한다. 그럼에도 누군가는 꼭 해냈어야할 작업...신카이 마코토의 작품은, 현실에선 막을 수 없는 자연 재해를 막아낸다는 점에서, 그 자체로 인간에게 큰 위로와 희망을 준다. 현실에선 그 누구도 대지진과 쓰나미를 막을 수 없지만, 이 영화에선 문단속을 하기 위한 성실하고도 치열한 여정에 나설 이만 있다면 막을 수 있으니까. 영상미도 빼어나고, 시간이 혼재된 문의 저편에서 벌어지는 일들도 참 흥미로웠고, 역시나 영화의 메시지를 너무나도 잘 담아낸 OST도 좋았다. 개인적으로 신카이 마코토 이전에, 지브리 스튜디오의 오랜 팬으로서, 이 영화에서 느껴지는 지브리의 흔적 같은 것도 좋았다. 센과 치히로의 행방불명, 하울의 움직이는 성, 원령 공주 등을 연상케 하는...그간의 신카이 마코토의 작품과는 결이 다른 영화였고, 그게 좋았지만 많은 이들이 기시감을 느끼는 원인이었을 거라고도 생각한다. 지금까진 그의 작품이 지브리와는 전혀 달라서 신선했고 충격적이었다면, 이번엔 어쩐지 지브리의 오리지널리티를 모방한 것 같은 인상도 받았달까...나에겐 그게 향수와 친근감을 느끼게 해줘서 좋았다. 죽음을 두려워하지 않는 스즈메가, 살아갈 이유를 갖게되는 전개도 뻔하다면 뻔할 수 있지만, 그건 인간이라면 누구나 공감할 대목이었다. 아무튼, 나는 너무 좋았다. 재해 이후에도 삶은 계속되어야 한다고 얘기해 주는 영화라.",10
에휴 아프고도 슬프고도 아름다웠어요,10
참 이쁜 영화 김다미 매력 있네 동성애 코드가 들어가지 않아서 천만다행이다 두 친구의 오랜 우정이 감동적이다,8
개인적으로 믿고 보고 듣는 작화와 ost 너무 좋았습니다 ㅎㅎ 개인적으로 스토리도 마음에 와 닿는 부분이 있어서 좋았네용,10
미국이랑 일본 ㅈㄴ 까네 ㅋㅋ 전투기까지 ㅋㅋ 그리고 남자가 학생들 뒤로 보내는건 옳은짓이지 그걸 여자가 왜 애들한테 그러냐고 뮈에뮈에 거리는거 보면 작가가 어느쪽 사람인지 알거같음 ㅇㅇ 그냥 우리나라 사람들이 전부다 좌파 되라고 만든 영화같음 ㅇㅇ,2
볼 만 함1234567,10
당시 최고 재밌게 본 영화였으요,10
성우가 너무 아쉬웠다고 생각함남주와 여주의 감정선의 이야기도 부족했고초반의 웅장함은 최고였지만 끝부분이 뭔가가뭔가였음,4
엄마가 왜 암 걸렸는지 이해가 간다. 사자 화이팅,1
"영상 좋고 음악 좋고, 스토리는 살짝 아쉽더라도 재밌게 본 듯",6
"빛나는 시절, 나와 함께 했던 소울메이트, 잃어버린 일기장을 펼쳐보듯 아련해지는 마음",10
10대 평점이 가장 높네 10대를 사로잡은 최고의 영화 살수 10점 드립니다,10
불안하고 아슬아슬한 감정을 너무나도 잘 표현해낸 영화,10
"영화는 앞서서 실패한 것이 아니라, 우리가 뒤쳐져 몰라 봤던 것.",10
설경구 연기잘하는건알지만 정신나가버린연기는 최고다 와~~~,10
무한열차 흥행했다고 시리즈 너무 남발하네,6
따뜻힌 영화. 출연자 모두 착하네.,6
"한국영화는 왜 항상 헤어지는가, 관객들은 사랑을 원하는데! (이별의 과정과 결론을 포착해 해석하는 것에 그치고 말았다)",5
